,Nombre del parque eolico,Pais,Departamento / Zona,Ciudad,turbinas eolicas,Altura de las gondolas,Potencia nominal total,Operativo,Parque eolico onshore,Desarrolladores,Operador,Propietario,Fuente,Latitud,Longitud,Sistema geodesico,Localizacion precisa,Puesta en servicio,Desarrollador,Imagenes de Google Maps,Parte,Otro nombre,Propietarios,Altitud,turbina eolica,En construccion,Deshabilitar,Operadores,Sitio web,"direccion de correo electronico a fin de inscribirle al boletin de noticias, estrictamente destinada al envio de los boletines de noticias y por un periodo de tiempo limitado a la duracion de la inscripcion a dichos boletines de noticias.","direccion de correo electronico y nombre de la empresa cuando se soliciten presupuestos o se adquieran productos, unicamente destinados a realizar el seguimiento de los clientes y durante un periodo de tiempo conforme a las obligaciones contables."
516,Sierra de los Lagos,Espana,Asturias,Allande,"Gamesa G47/660 (potencia 660 kW, diametro 47 m)",,36 960 kW,si,si,,,EDP Renovaveis,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"43° 13' 39.7""","-6° 41' 37.9""",WGS84,si,2004,,Imagenes de Google Maps,,,,,,,,,,,
517,Sierra de los Lagos,Espana,Asturias,Allande,"Gamesa G47/660 (potencia 660 kW, diametro 47 m)",,36 960 kW,si,si,,,EDP Renovaveis,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"43° 13' 39.7""","-6° 41' 37.9""",WGS84,si,2004,,Imagenes de Google Maps,,,,,,,,,,,
518,Sierra de Mira,Espana,Cuenca (Castilla-La Mancha),"Mira, Aliaguilla","Gamesa G52/850 (potencia 850 kW, diametro 52 m)",,38 250 kW,si,si,,Iberdrola Renewables,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"39° 43' 42""","-1° 22' 53.9""",WGS84,si,2002,Acciona Energia,Imagenes de Google Maps,,,,,,,,,,,
519,Sierra de Pinilla,Espana,Albacete (Castilla-La Mancha),Chinchilla de MonteAragon,"Gamesa G52/850 (potencia 850 kW, diametro 52 m)",,22 950 kW,si,si,,Iberdrola Renewables,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"38° 42' 57.5""","-1° 36' 7.8""",WGS84,si,2002,Acciona Energia,Imagenes de Google Maps,,,,,,,,,,,
520,Sierra de Tineo,Espana,Asturias,TineoÂ ,"Vestas V90/2000 (potencia 2 000 kW, diametro 90 m)",80 m,44 000 kW,si,si,,E.ON Climate Renewables,E.ON Climate Renewables,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"43° 21' 16.9""","-6° 24' 56.6""",WGS84,si,2009,Northeolic Sierra de Tineo,Imagenes de Google Maps,,,,,,,,,,,
521,Sierra del Buey,Espana,Murcia,Jumilla,"Gamesa G52/850 (potencia 850 kW, diametro 52 m)",,19 550 kW,si,si,,Energias Renovables de la Region de Murcia,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"38° 31' 12.4""","-1° 14' 28""",WGS84,si,2003,Acciona Energia,Imagenes de Google Maps,,,,,,,,,,,
522,Sierra del Cortado,Espana,Soria (Castilla y Leon),"Tajahuerce, Almenar de Soria","Made AE-61 (potencia 1 320 kW, diametro 61 m)",,18 480 kW,si,si,,PES Madero,Enel GreenPower,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"41° 45' 0""","-2° 11' 23.9""",WGS84,si,,,Imagenes de Google Maps,,,,,,,,,,,
523,Sierra del Madero I,Espana,Soria (Castilla y Leon),"Olvega, Noviercas","Made AE-30 (potencia 330 kW, diametro 30 m)",,14 850 kW,si,si,,PES Madero,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"41° 45' 0""","-1° 58' 47.9""",WGS84,si,,PES Madero,Imagenes de Google Maps,,,,,,,,,,,
524,Sierra del Madero II,Espana,Soria (Castilla y Leon),"Olvega, Noviercas","Made AE-46/I (potencia 660 kW, diametro 46 m)",,13 860 kW,si,si,,PES Madero,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"41° 45' 0""","-2° 0' 0.9""",WGS84,si,,PES Madero,Imagenes de Google Maps,,,,,,,,,,,
525,Sierra del Romeral,Espana,Toledo (Castilla-La Mancha),Villacanas,"Gamesa G58/850 (potencia 850 kW, diametro 58 m)",,23 800 kW,si,si,,Iberdrola Renewables,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"39° 39' 9.5""","-3° 23' 25""",WGS84,si,2003,Iberdrola Renewables,Imagenes de Google Maps,,,,,,,,,,,
526,Sierra del Romeral II,Espana,Toledo (Castilla-La Mancha),Villacanas,"Gamesa G58/850 (potencia 850 kW, diametro 58 m)",,7 650 kW,si,si,,Iberdrola Renewables,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"39° 39' 9.5""","-3° 23' 25""",WGS84,si,2003,Iberdrola Renewables,Imagenes de Google Maps,,,,,,,,,,,
527,Sierra Lacera,Espana,Murcia,YeclaÂ ,"Ecotecnia 80 1.6 (potencia 1 670 kW, diametro 80 m)",,38 410 kW,si,si,,Elecdey,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"38° 44' 25.9""","-1° 10' 25.3""",WGS84,si,2009,Elecdey,Imagenes de Google Maps,,,,,,,,,,,
528,Sierra Menera I,Espana,Guadalajara (Castilla-La Mancha),"Setiles, Tordesilos","Gamesa G80/2000 (potencia 2 000 kW, diametro 80 m)",,40 000 kW,si,si,,Iberdrola Renewables,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"40° 42' 46.5""","-1° 33' 16.5""",WGS84,si,2006,Iberdrola Renewables,Imagenes de Google Maps,,,,,,,,,,,
529,Sierra Quemada,Espana,Albacete (Castilla-La Mancha),Pozohondo,GE Energy ,55 m,26 250 kW,si,si,,Iberdrola Renewables,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"38° 43' 36.8""","-1° 55' 33.1""",WGS84,si,2001,Acciona Energia,Imagenes de Google Maps,,,,,,,,,,,
530,Sierra Selva I,Espana,Navarra,Petilla de Aragon,"Gamesa G47/660 (potencia 660 kW, diametro 47 m)",,18 480 kW,si,si,,Acciona Energia,Acciona Energia,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 26' 27.2""","-1° 6' 15.2""",WGS84,si,2000,Acciona Energia,Imagenes de Google Maps,,,,,,,,,,,
531,Sierra Selva I,Espana,Navarra,Petilla de Aragon,"Gamesa G47/660 (potencia 660 kW, diametro 47 m)",,18 480 kW,si,si,,Acciona Energia,Acciona Energia,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 26' 27.2""","-1° 6' 15.2""",WGS84,si,2000,Acciona Energia,Imagenes de Google Maps,,,,,,,,,,,
532,Sierra Sesnandez,Espana,Zamora (Castilla y Leon),"Riofrio de Aliste, Ferreruela","Gamesa G97/2000 (potencia 2 000 kW, diametro 97 m)",,20 000 kW,si,si,,Renovalia,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"41° 46' 14.7""","-6° 3' 1""",WGS84,si,2012,,Imagenes de Google Maps,,,Cerberus Capital/Renovalia,,,,,,,,
533,Sierro,Espana,Soria (Castilla y Leon),Retortillo de Soria,"Gamesa G52/850 (potencia 850 kW, diametro 52 m)",,19 550 kW,si,si,,Iberdrola Renewables,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"41° 17' 59.9""","-2° 59' 42.8""",WGS84,si,,Iberdrola Renewables,Imagenes de Google Maps,,,,,,,,,,,
534,Silvarredonda,Espana,La Coruna (Galicia),Cabana de Bergantinos,"Navantia-Siemens Izar 55/1300 (potencia 1 300 kW, diametro 55 m)",59 m,16 900 kW,si,si,,Eufer,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"43° 11' 9.4""","-8° 50' 37.6""",WGS84,si,2005,Gas Natural Fenosa Renovables,Imagenes de Google Maps,,,,,,,,,,,
535,Somolinos,Espana,Guadalajara (Castilla-La Mancha),"Somolinos, Hijes","Gamesa G47/660 (potencia 660 kW, diametro 47 m)",,10 560 kW,si,si,,Iberdrola Renewables,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"41° 16' 55.9""","-3° 5' 18.6""",WGS84,si,2001,Iberdrola Renewables,Imagenes de Google Maps,,,,,,,,,,,
536,Somozas,Espana,La Coruna (Galicia),As Somozas,"Ecotecnia 44 (potencia 600 kW, diametro 44 m)",,48 000 kW,si,si,,Easa-Oute SA,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"43° 31' 4.4""","-7° 52' 55.9""",WGS84,si,2000,,Imagenes de Google Maps,,,,,,,,,,,
537,Somozas II,Espana,La Coruna (Galicia),As Somozas,,,1 670 kW,si,si,,Energ. Ambient. de Somozas,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"43° 32' 18""","-7° 54' 19.9""",WGS84,si,2003,Energ. Ambient. de Somozas,Imagenes de Google Maps,,,,,"Ecotecnia 74 (potencia 1 670 kW, diametro 74 m)",,,,,,
538,Sos del Rey Catolico,Espana,Zaragoza (Aragon),Sos del Rey Catolico,"Gamesa G52/850 (potencia 850 kW, diametro 52 m)",,18 700 kW,si,si,,Acciona Energia,Acciona Energia,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 29' 28.6""","-1° 15' 42""",WGS84,si,2001,Acciona Energia,Imagenes de Google Maps,,,,,,,,,,,
539,Sos del Rey Catolico II,Espana,Zaragoza (Aragon),Sos del Rey Catolico,"Acciona AW-1500/77 (potencia 1 500 kW, diametro 77 m)",,30 000 kW,si,si,,Acciona Energia,Acciona Energia,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 27' 28.1""","-1° 10' 47.9""",WGS84,si,2007,Acciona Energia,Imagenes de Google Maps,,,,,,,,,,,
540,Sotavento,Espana,La Coruna (Galicia),"Monfero (A Coruna), Xermade (Lugo)",(el nombre de la empresa no esta disponible)  ,,17 560 kW,si,si,,Sotavento Galicia,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"43° 21' 35.9""","-7° 52' 47.9""",WGS84,si,,Sotavento Galicia,Imagenes de Google Maps,,,,,,,,,,,
541,Tacica de Plata,Espana,Almeria (Andalucia),"Abla, Las tres Villas","Gamesa G87/2000 (potencia 2 000 kW, diametro 87 m)",,26 000 kW,si,si,,Iberdrola Renewables,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"37° 8' 57.6""","-2° 44' 23.7""",WGS84,si,2010,,Imagenes de Google Maps,,,,,,,,,,,
542,Tarayuela,Espana,Soria (Castilla y Leon),"Alentisque, Moron de Almazan, Momblona, Soliedra","Gamesa G87/2000 (potencia 2 000 kW, diametro 87 m)",,30 000 kW,si,si,,Biovent Energia Eolica SA,Iberdrola Renewables,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"41° 26' 23.9""","-2° 22' 12""",WGS84,si,2007,Biovent Energia Eolica SA,Imagenes de Google Maps,,,,,,,,,,,
543,Tarazona Sur,Espana,Zaragoza (Aragon),Tarazona,"Made AE-52 (potencia 800 kW, diametro 52 m)",,9 600 kW,si,si,,Elecdey,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"41° 52' 14.2""","-1° 39' 36""",WGS84,si,2004,Elecdey,Imagenes de Google Maps,,,,,,,,,,,
544,Tardienta I,Espana,Huesca (Aragon),Tardienta,"Gamesa G47/660 (potencia 660 kW, diametro 47 m)",,49 500 kW,si,si,,Iberdrola Renewables,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"41° 55' 37.9""","-0° 36' 17.3""",WGS84,si,2001,Iberdrola Renewables,Imagenes de Google Maps,,,,,,,,,,,
545,Tardienta II,Espana,Huesca (Aragon),"Tardienta, Torralba","Gamesa G52/850 (potencia 850 kW, diametro 52 m)",,44 200 kW,si,si,,Iberdrola Renewables,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"41° 55' 37.9""","-0° 36' 17.3""",WGS84,si,2001,Iberdrola Renewables,Imagenes de Google Maps,,,,,,,,,,,
546,Tejonero,Espana,Cadiz (Andalucia),Vejer de la FronteraÂ ,"Vestas V90/2000 (potencia 2 000 kW, diametro 90 m)",,32 000 kW,si,si,,EDP Renovaveis,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"36° 18' 45.2""","-5° 57' 59.9""",WGS84,si,2010,Eolica La Janda,Imagenes de Google Maps,,,,,,,,,,,
547,Tharsis,Espana,Huelva (Andalucia),Alosno,"Gamesa G58/850 (potencia 850 kW, diametro 58 m)",,4 250 kW,si,si,,Aldesa Energias Renovables,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"37° 35' 28.8""","-7° 6' 29.7""",WGS84,si,2006,Aldesa Energias Renovables,Imagenes de Google Maps,,,,,,,,,,,
548,Torviscal,Espana,Albacete (Castilla-La Mancha),Masegoso,"Acciona AW-1500/77 (potencia 1 500 kW, diametro 77 m)",,24 000 kW,si,si,,Acciona Energia,Acciona Energia,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"38° 44' 38.6""","-2° 20' 38.9""",WGS84,si,2006,Acciona Energia,Imagenes de Google Maps,,,,,,,,,,,
549,Tres Picos,Espana,Palencia (Castilla y Leon),Magaz de Pisuegra,"Made AE-52 (potencia 800 kW, diametro 52 m)",,2 400 kW,si,si,,ENERPAL,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"41° 59' 21.1""","-4° 29' 41.4""",WGS84,si,,ENERPAL,Imagenes de Google Maps,,,,,,,,,,,
550,Tres Villas,Espana,Almeria (Andalucia),Las Tres VillasÂ ,"Suzlon S88/2100 (potencia 2 100 kW, diametro 88 m)",,52 500 kW,si,si,,,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"37° 9' 54.8""","-2° 43' 10.8""",WGS84,si,2009,Viento y Energia,Imagenes de Google Maps,,,,,,,,,,,
551,Turo del Magre,Espana,Barcelona (Cataluna),"Pujalt, Veciana, Argencola (Barcelona ), Sant Guim de Freixenet (Lleida)Â ","Vestas V90/1800 (potencia 1 800 kW, diametro 90 m)",,18 000 kW,si,si,,Parque Eolico Turo del Magre. SL,Renovalia,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"41° 38' 4""","1° 26' 12""",WGS84,si,2010/03,Parque Eolico Turo del Magre. SL,Imagenes de Google Maps,,,,,,,,,,,
552,Turo del Magre,Espana,Barcelona (Cataluna),"Pujalt, Veciana, Argencola (Barcelona ), Sant Guim de Freixenet (Lleida)Â ","Vestas V90/1800 (potencia 1 800 kW, diametro 90 m)",,18 000 kW,si,si,,Parque Eolico Turo del Magre. SL,Renovalia,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"41° 38' 4""","1° 26' 12""",WGS84,si,2010/03,Parque Eolico Turo del Magre. SL,Imagenes de Google Maps,,,,,,,,,,,
553,Txutxu,Espana,Navarra,Ujue,"Enercon E66/1800 (potencia 1 800 kW, diametro 66 m)",,3 600 kW,si,si,,Acciona Energia,Acciona Energia,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 32' 39.7""","-1° 31' 21.5""",WGS84,si,2002,Acciona Energia,Imagenes de Google Maps,,,,,,,,,,,
554,Txutxu,Espana,Navarra,Ujue,"Enercon E66/1800 (potencia 1 800 kW, diametro 66 m)",,3 600 kW,si,si,,Acciona Energia,Acciona Energia,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 32' 39.7""","-1° 31' 21.5""",WGS84,si,2002,Acciona Energia,Imagenes de Google Maps,,,,,,,,,,,
555,Urbel del Castillo II,Espana,Burgos (Castilla y Leon),"Huermeneces, Montorio, Urbel del Castillo","Gamesa G87/2000 (potencia 2 000 kW, diametro 87 m)",,50 000 kW,si,si,,Biovent Energia Eolica SA,Iberdrola Renewables,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 35' 3.3""","-3° 48' 5.9""",WGS84,si,2007,Biovent Energia Eolica SA,Imagenes de Google Maps,,,,,,,,,,,
556,Uzkita,Espana,Navarra,Leoz,"Gamesa G52/850 (potencia 850 kW, diametro 52 m)",,24 650 kW,si,si,,Acciona Energia,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 37' 7.7""","-1° 30' 53.3""",WGS84,si,2004,Acciona Energia,Imagenes de Google Maps,,,Acciona Energia/ND,,,,,,,,
557,Valbuena,Espana,Burgos (Castilla y Leon),"Villafranca Montes de Oca, Cerraton de JuarrosÂ ","Ecotecnia 80 1.6 (potencia 1 670 kW, diametro 80 m)",,31 730 kW,si,si,,Elecdey,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 23' 3.7""","-3° 21' 6.2""",WGS84,si,2008,Elecdey,Imagenes de Google Maps,,,,,,,,,,,
558,Valcaire,Espana,Granada (Andalucia),Padul,"Vestas V90/2000 (potencia 2 000 kW, diametro 90 m)",,16 000 kW,si,si,,,Saeta Yield,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"36° 59' 54.5""","-3° 40' 53.6""",WGS84,si,2012,Viento y Energia,Imagenes de Google Maps,,,,,,,,,,,
559,Valdecarrion,Espana,Leon (Castilla y Leon),SahagunÂ ,"Gamesa G90/2000 (potencia 2 000 kW, diametro 90 m)",,34 000 kW,si,si,,Iberdrola Renewables,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 25' 36.9""","-4° 56' 29.4""",WGS84,si,,Iberdrola Renewables,Imagenes de Google Maps,,,,,,,,,,,
560,Valdeconejos,Espana,Teruel (Aragon),"Escucha, Utrillas","Gamesa G58/850 (potencia 850 kW, diametro 58 m)",,32 300 kW,si,si,,S.E. Abadia,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"40° 47' 8.4""","-0° 52' 22.1""",WGS84,si,2006,S.E. Abadia,Imagenes de Google Maps,,,,,,,,,,,
561,Valdelin,Espana,Leon (Castilla y Leon),Folgoso de la RiberaÂ ,"Vestas V90/2000 (potencia 2 000 kW, diametro 90 m)",,18 000 kW,si,si,,Vientos del Noroeste,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 39' 59.6""","-6° 16' 39.6""",WGS84,si,2010,Gas Natural Fenosa Renovables,Imagenes de Google Maps,,,,,,,,,,,
562,Valdelin Ampliacion,Espana,Leon (Castilla y Leon),"Folgoso de la Ribera, IgÃ¼ena, Torre del BierzoÂ ","Vestas V90/2000 (potencia 2 000 kW, diametro 90 m)",,6 000 kW,si,si,,Vientos del Noroeste,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 39' 59.6""","-6° 16' 39.6""",WGS84,si,2010,Gas Natural Fenosa Renovables,Imagenes de Google Maps,,,,,,,,,,,
563,Valdepero,Espana,Palencia (Castilla y Leon),Fuentes de Valdepero,"Vestas V90/2000 (potencia 2 000 kW, diametro 90 m)",,30 000 kW,si,si,Gas Natural Fenosa Renovables/ENERPAL,Eufer,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 3' 19.8""","-4° 32' 2.5""",WGS84,si,2007,,Imagenes de Google Maps,,,,,,,,,,,
564,Valiente,Espana,Huesca (Aragon),Gurrea de Gallego,"Gamesa G114/2000 (potencia 2 000 kW, diametro 114 m)",93 m,20 000 kW,si,si,,,Villar Mir Energia,https://www.energyavm.es/infografia-del-parque-eolico-valiente-en-gurrea-de-gallego/,"42° 1' 43.1""","-0° 40' 20.6""",WGS84,si,2018/04,,Imagenes de Google Maps,,,,,,,,,,,
565,Veciana,Espana,Barcelona (Cataluna),VecianaÂ ,"Ecotecnia 80 1.6 (potencia 1 670 kW, diametro 80 m)",,30 060 kW,si,si,,Parc Eolic Veciana Cabro SL,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"41° 39' 59""","1° 26' 44.8""",WGS84,si,2009,Parc Eolic Veciana Cabro SL,Imagenes de Google Maps,,,,,,,,,,,
566,Vedadillo,Espana,Navarra,Falces,Acciona ,120 m,49 500 kW,si,si,,Acciona Energia,Acciona Energia,,"42° 24' 24.3""","-1° 49' 41.1""",WGS84,si,2014,Acciona Energia,Imagenes de Google Maps,,,,,,,,,,,
567,Ventosa del DucadoÂ A,Espana,Soria (Castilla y Leon),"Medinaceli, Yelo, Mino de MedinaceliÂ ","Gamesa G87/2000 (potencia 2 000 kW, diametro 87 m)",,18 000 kW,si,si,,Iberdrola Renewables,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"41° 11' 40.4""","-2° 30' 40.4""",WGS84,si,2010,Ibercyl,Imagenes de Google Maps,,,,,,,,,,,
568,Ventosa del DucadoÂ B,Espana,Soria (Castilla y Leon),"Medinaceli, Yelo, Mino de MedinaceliÂ ","Gamesa G87/2000 (potencia 2 000 kW, diametro 87 m)",,26 000 kW,si,si,,Iberdrola Renewables,,https://yardenergy.com/portfolio/,"41° 11' 40.4""","-2° 30' 40.4""",WGS84,si,2010,Ibercyl,Imagenes de Google Maps,,,,,,,,,,,
569,Vicedo,Espana,Lugo (Galicia),O Vicedo,"Navantia-Siemens Bonus Mk-IV (potencia 600 kW, diametro 44 m)",,24 600 kW,si,si,,Acciona Energia,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"43° 41' 31.2""","-7° 40' 18.3""",WGS84,si,1999,Terranova,Imagenes de Google Maps,,,Acciona Energia/Eurus Energy,,,,,,,,
570,Vieiro,Espana,Ourense (Galicia),"Bande, VereaÂ ","Gamesa G52/850 (potencia 850 kW, diametro 52 m)",,13 600 kW,si,si,,Iberdrola Renewables,Iberdrola Renewables,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 5' 41.4""","-7° 59' 21.2""",WGS84,si,2008,Iberdega,Imagenes de Google Maps,,,,,"Gamesa G87/2000 (potencia 2 000 kW, diametro 87 m)",,,,,,
571,Vieiro,Espana,Ourense (Galicia),"Bande, VereaÂ ","Gamesa G52/850 (potencia 850 kW, diametro 52 m)",,13 600 kW,si,si,,Iberdrola Renewables,Iberdrola Renewables,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 5' 41.4""","-7° 59' 21.2""",WGS84,si,2008,Iberdega,Imagenes de Google Maps,,,,,"Gamesa G87/2000 (potencia 2 000 kW, diametro 87 m)",,,,,,
572,Vieiro,Espana,Ourense (Galicia),"Bande, VereaÂ ","Gamesa G52/850 (potencia 850 kW, diametro 52 m)",,13 600 kW,si,si,,Iberdrola Renewables,Iberdrola Renewables,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 5' 41.4""","-7° 59' 21.2""",WGS84,si,2008,Iberdega,Imagenes de Google Maps,,,,,"Gamesa G87/2000 (potencia 2 000 kW, diametro 87 m)",,,,,,
573,Viento de Alcala,Espana,Cadiz (Andalucia),Alcala de los Gazules,"Enercon E82/2000 (potencia 2 000 kW, diametro 82 m)",,42 000 kW,si,si,,Acciona Energia,Acciona Energia,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"36° 25' 44""","-5° 45' 42.4""",WGS84,si,2008,Acciona Energia,Imagenes de Google Maps,,,,,,,,,,,
574,Vilacha,Espana,Lugo (Galicia),"Ourol, MurasÂ ","Enercon E70/2300 (potencia 2 300 kW, diametro 71 m)",,900 kW,si,si,,Sociedad Eolica de Ourol,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"43° 31' 17.3""","-7° 36' 38.5""",WGS84,si,,Sociedad Eolica de Ourol,Imagenes de Google Maps,,,,,"Enercon E44/900 (potencia 900 kW, diametro 44 m)",,,,,,
575,Vilacha,Espana,Lugo (Galicia),"Ourol, MurasÂ ","Enercon E70/2300 (potencia 2 300 kW, diametro 71 m)",,900 kW,si,si,,Sociedad Eolica de Ourol,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"43° 31' 17.3""","-7° 36' 38.5""",WGS84,si,,Sociedad Eolica de Ourol,Imagenes de Google Maps,,,,,"Enercon E44/900 (potencia 900 kW, diametro 44 m)",,,,,,
576,Villacastin,Espana,Segovia (Castilla y Leon),"Villacastin, Santa Maria el Cubillo","Gamesa G47/660 (potencia 660 kW, diametro 47 m)",,14 520 kW,si,si,,Parque eolico Altos de Voltoya. S.A.,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"40° 43' 11.9""","-4° 28' 48""",WGS84,si,,Parque eolico Altos de Voltoya. S.A.,Imagenes de Google Maps,,,,,,,,,,,
577,Villamayor,Espana,Cuenca (Castilla-La Mancha),"Puebla de Almenara, Villamayor de Santiago, HontanayaÂ ","Gamesa G87/2000 (potencia 2 000 kW, diametro 87 m)",,30 000 kW,si,si,,Acciona Energia,Acciona Energia,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"39° 45' 44.8""","-2° 50' 17.7""",WGS84,si,2009,Acciona Energia,Imagenes de Google Maps,,,,,,,,,,,
578,Villamayor,Espana,Cuenca (Castilla-La Mancha),"Puebla de Almenara, Villamayor de Santiago, HontanayaÂ ","Gamesa G87/2000 (potencia 2 000 kW, diametro 87 m)",,30 000 kW,si,si,,Acciona Energia,Acciona Energia,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"39° 45' 44.8""","-2° 50' 17.7""",WGS84,si,2009,Acciona Energia,Imagenes de Google Maps,,,,,,,,,,,
579,Villamiel,Espana,Burgos (Castilla y Leon),Villamiel de la Sierra,"Gamesa G52/850 (potencia 850 kW, diametro 52 m)",,17 850 kW,si,si,,,,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 10' 47.9""","-3° 26' 23.9""",WGS84,si,2001,,Imagenes de Google Maps,,,,,,,,,,,
580,Villanueva,Espana,Navarra,"Puente la Reina, Arraiza","Gamesa G47/660 (potencia 660 kW, diametro 47 m)",,19 800 kW,si,si,,Acciona Energia,Acciona Energia,http://www.aeeolica.org/en/about-wind-energy/wind-energy-in-spain/wind-map/,"42° 44' 44.1""","-1° 47' 57.3""",WGS84,si,2000,Acciona Energia,Imagenes de Google Maps,,,,,,,,,,,
581,Villanueva I,Espana,Valencia (Comunidad Valenciana),JarafuelÂ ,"Enercon E70/2300 (potencia 2 300 kW, diametro 71 m)",,48 300 kW,si,si,Parques eolicos de Villanueva/Elecnor,Elecnor,,https://www.elecnor.com/Common/pdf/fichas-proyectos/infraestructuras/generacion.pdf,"39° 9' 36.4""","-1° 8' 34.1""",WGS84,si,2009,,Imagenes de Google Maps,,,Cubico Sustainable Investments/Plenium Partners,,,,,,,,
